Movement ID,Date,Product ID,Product Name,Movement Type,Quantity,Reference,Source/Destination,Recorded By,Notes
STOCK-000930,2026-07-30,PROD-000465,Chocolate Delight,Stock Received,736.0,GRN-000930,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000931,2026-06-15,PROD-000466,Vanilla Cream,Opening Stock,2018.0,OPEN-PROD-000466,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000932,2026-08-02,PROD-000466,Vanilla Cream,Stock Received,1172.0,GRN-000932,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000933,2026-06-15,PROD-000467,Caramel Cream,Opening Stock,1580.0,OPEN-PROD-000467,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000934,2026-07-28,PROD-000467,Caramel Cream,Stock Received,958.0,GRN-000934,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000935,2026-06-15,PROD-000468,Premium Wafer,Opening Stock,569.0,OPEN-PROD-000468,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000936,2026-07-11,PROD-000468,Premium Wafer,Stock Received,615.0,GRN-000936,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000937,2026-06-15,PROD-000469,Rich Chocolate,Opening Stock,1442.0,OPEN-PROD-000469,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000938,2026-07-18,PROD-000469,Rich Chocolate,Stock Received,694.0,GRN-000938,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000939,2026-06-15,PROD-000470,Premium Wafer,Opening Stock,2012.0,OPEN-PROD-000470,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000940,2026-07-31,PROD-000470,Premium Wafer,Stock Received,633.0,GRN-000940,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000941,2026-06-15,PROD-000471,Classic Cream,Opening Stock,1949.0,OPEN-PROD-000471,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000942,2026-08-03,PROD-000471,Classic Cream,Stock Received,1004.0,GRN-000942,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000943,2026-06-15,PROD-000472,Family Pack,Opening Stock,1232.0,OPEN-PROD-000472,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000944,2026-07-25,PROD-000472,Family Pack,Stock Received,1159.0,GRN-000944,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000945,2026-06-15,PROD-000473,Classic Crackers,Opening Stock,1043.0,OPEN-PROD-000473,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000946,2026-08-06,PROD-000473,Classic Crackers,Stock Received,737.0,GRN-000946,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000947,2026-06-15,PROD-000474,Premium Wafer,Opening Stock,1741.0,OPEN-PROD-000474,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000948,2026-08-13,PROD-000474,Premium Wafer,Stock Received,605.0,GRN-000948,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000949,2026-06-15,PROD-000475,Chocolate Delight,Opening Stock,905.0,OPEN-PROD-000475,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000950,2026-06-30,PROD-000475,Chocolate Delight,Stock Received,791.0,GRN-000950,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000951,2026-06-15,PROD-000476,Honey Crunch,Opening Stock,1151.0,OPEN-PROD-000476,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000952,2026-07-02,PROD-000476,Honey Crunch,Stock Received,351.0,GRN-000952,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000953,2026-06-15,PROD-000477,Classic Cream,Opening Stock,1189.0,OPEN-PROD-000477,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000954,2026-07-03,PROD-000477,Classic Cream,Stock Received,931.0,GRN-000954,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000955,2026-06-15,PROD-000478,Vanilla Cream,Opening Stock,1368.0,OPEN-PROD-000478,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000956,2026-07-06,PROD-000478,Vanilla Cream,Stock Received,1045.0,GRN-000956,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000957,2026-06-15,PROD-000479,Butter Delight,Opening Stock,1270.0,OPEN-PROD-000479,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000958,2026-07-21,PROD-000479,Butter Delight,Stock Received,318.0,GRN-000958,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000959,2026-06-15,PROD-000480,Cocoa Sandwich,Opening Stock,2186.0,OPEN-PROD-000480,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000960,2026-07-01,PROD-000480,Cocoa Sandwich,Stock Received,981.0,GRN-000960,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000961,2026-06-15,PROD-000481,Caramel Cream,Opening Stock,1427.0,OPEN-PROD-000481,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000962,2026-07-08,PROD-000481,Caramel Cream,Stock Received,764.0,GRN-000962,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000963,2026-06-15,PROD-000482,Coconut Crunch,Opening Stock,1272.0,OPEN-PROD-000482,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000964,2026-08-13,PROD-000482,Coconut Crunch,Stock Received,833.0,GRN-000964,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000965,2026-06-15,PROD-000483,Coconut Crunch,Opening Stock,2057.0,OPEN-PROD-000483,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000966,2026-07-20,PROD-000483,Coconut Crunch,Stock Received,829.0,GRN-000966,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000967,2026-06-15,PROD-000484,Coconut Crunch,Opening Stock,2006.0,OPEN-PROD-000484,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000968,2026-07-28,PROD-000484,Coconut Crunch,Stock Received,818.0,GRN-000968,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000969,2026-06-15,PROD-000485,Milk Crunch,Opening Stock,2102.0,OPEN-PROD-000485,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000970,2026-08-13,PROD-000485,Milk Crunch,Stock Received,1082.0,GRN-000970,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000971,2026-06-15,PROD-000486,Premium Wafer,Opening Stock,1237.0,OPEN-PROD-000486,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000972,2026-07-15,PROD-000486,Premium Wafer,Stock Received,946.0,GRN-000972,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000973,2026-06-15,PROD-000487,Milk Crunch,Opening Stock,590.0,OPEN-PROD-000487,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000974,2026-07-26,PROD-000487,Milk Crunch,Stock Received,147.0,GRN-000974,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000975,2026-06-15,PROD-000488,Caramel Cream,Opening Stock,1606.0,OPEN-PROD-000488,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000976,2026-08-06,PROD-000488,Caramel Cream,Stock Received,211.0,GRN-000976,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000977,2026-06-15,PROD-000489,Caramel Cream,Opening Stock,2076.0,OPEN-PROD-000489,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000978,2026-07-17,PROD-000489,Caramel Cream,Stock Received,777.0,GRN-000978,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000979,2026-06-15,PROD-000490,Honey Crunch,Opening Stock,1035.0,OPEN-PROD-000490,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000980,2026-07-25,PROD-000490,Honey Crunch,Stock Received,886.0,GRN-000980,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000981,2026-06-15,PROD-000491,Classic Cream,Opening Stock,1953.0,OPEN-PROD-000491,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000982,2026-08-13,PROD-000491,Classic Cream,Stock Received,627.0,GRN-000982,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000983,2026-06-15,PROD-000492,Strawberry Cream,Opening Stock,922.0,OPEN-PROD-000492,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000984,2026-08-10,PROD-000492,Strawberry Cream,Stock Received,547.0,GRN-000984,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000985,2026-06-15,PROD-000493,Chocolate Delight,Opening Stock,659.0,OPEN-PROD-000493,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000986,2026-08-02,PROD-000493,Chocolate Delight,Stock Received,568.0,GRN-000986,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000987,2026-06-15,PROD-000494,Cocoa Sandwich,Opening Stock,601.0,OPEN-PROD-000494,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000988,2026-07-05,PROD-000494,Cocoa Sandwich,Stock Received,851.0,GRN-000988,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000989,2026-06-15,PROD-000495,Family Pack,Opening Stock,1605.0,OPEN-PROD-000495,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000990,2026-08-07,PROD-000495,Family Pack,Stock Received,1034.0,GRN-000990,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000991,2026-06-15,PROD-000496,Vanilla Cream,Opening Stock,1884.0,OPEN-PROD-000496,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000992,2026-07-11,PROD-000496,Vanilla Cream,Stock Received,1198.0,GRN-000992,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000993,2026-06-15,PROD-000497,Golden Crunch,Opening Stock,1796.0,OPEN-PROD-000497,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000994,2026-07-26,PROD-000497,Golden Crunch,Stock Received,211.0,GRN-000994,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000995,2026-06-15,PROD-000498,Chocolate Delight,Opening Stock,759.0,OPEN-PROD-000498,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000996,2026-07-18,PROD-000498,Chocolate Delight,Stock Received,321.0,GRN-000996,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000997,2026-06-15,PROD-000499,Strawberry Cream,Opening Stock,969.0,OPEN-PROD-000499,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000998,2026-06-30,PROD-000499,Strawberry Cream,Stock Received,338.0,GRN-000998,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000999,2026-06-15,PROD-000500,Golden Crunch,Opening Stock,636.0,OPEN-PROD-000500,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001000,2026-08-09,PROD-000500,Golden Crunch,Stock Received,314.0,GRN-001000,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001001,2026-06-15,PROD-000501,Caramel Cream,Opening Stock,1706.0,OPEN-PROD-000501,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001002,2026-08-11,PROD-000501,Caramel Cream,Stock Received,894.0,GRN-001002,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001003,2026-06-15,PROD-000502,Classic Crackers,Opening Stock,780.0,OPEN-PROD-000502,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001004,2026-07-09,PROD-000502,Classic Crackers,Stock Received,1002.0,GRN-001004,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001005,2026-06-15,PROD-000503,Cocoa Sandwich,Opening Stock,2006.0,OPEN-PROD-000503,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001006,2026-07-26,PROD-000503,Cocoa Sandwich,Stock Received,149.0,GRN-001006,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001007,2026-06-15,PROD-000504,Premium Wafer,Opening Stock,1337.0,OPEN-PROD-000504,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001008,2026-07-09,PROD-000504,Premium Wafer,Stock Received,859.0,GRN-001008,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001009,2026-06-15,PROD-000505,Caramel Cream,Opening Stock,1885.0,OPEN-PROD-000505,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001010,2026-08-01,PROD-000505,Caramel Cream,Stock Received,1003.0,GRN-001010,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001011,2026-06-15,PROD-000506,Family Pack,Opening Stock,604.0,OPEN-PROD-000506,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001012,2026-07-25,PROD-000506,Family Pack,Stock Received,949.0,GRN-001012,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001013,2026-06-15,PROD-000507,Family Pack,Opening Stock,806.0,OPEN-PROD-000507,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001014,2026-07-04,PROD-000507,Family Pack,Stock Received,647.0,GRN-001014,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001015,2026-06-15,PROD-000508,Caramel Cream,Opening Stock,1598.0,OPEN-PROD-000508,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001016,2026-07-06,PROD-000508,Caramel Cream,Stock Received,437.0,GRN-001016,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001017,2026-06-15,PROD-000509,Strawberry Cream,Opening Stock,1313.0,OPEN-PROD-000509,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001018,2026-08-09,PROD-000509,Strawberry Cream,Stock Received,199.0,GRN-001018,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001019,2026-06-15,PROD-000510,Butter Delight,Opening Stock,1428.0,OPEN-PROD-000510,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001020,2026-07-14,PROD-000510,Butter Delight,Stock Received,944.0,GRN-001020,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001021,2026-06-15,PROD-000511,Butter Delight,Opening Stock,1403.0,OPEN-PROD-000511,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001022,2026-08-13,PROD-000511,Butter Delight,Stock Received,400.0,GRN-001022,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001023,2026-06-15,PROD-000512,Strawberry Cream,Opening Stock,1088.0,OPEN-PROD-000512,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001024,2026-08-05,PROD-000512,Strawberry Cream,Stock Received,293.0,GRN-001024,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001025,2026-06-15,PROD-000513,Caramel Cream,Opening Stock,1380.0,OPEN-PROD-000513,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001026,2026-07-27,PROD-000513,Caramel Cream,Stock Received,492.0,GRN-001026,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001027,2026-06-15,PROD-000514,Milk Crunch,Opening Stock,2016.0,OPEN-PROD-000514,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001028,2026-07-11,PROD-000514,Milk Crunch,Stock Received,1046.0,GRN-001028,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001029,2026-06-15,PROD-000515,Butter Delight,Opening Stock,1772.0,OPEN-PROD-000515,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001030,2026-07-31,PROD-000515,Butter Delight,Stock Received,408.0,GRN-001030,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001031,2026-06-15,PROD-000516,Chocolate Delight,Opening Stock,1158.0,OPEN-PROD-000516,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001032,2026-06-30,PROD-000516,Chocolate Delight,Stock Received,426.0,GRN-001032,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001033,2026-06-15,PROD-000517,Cocoa Sandwich,Opening Stock,1104.0,OPEN-PROD-000517,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001034,2026-08-07,PROD-000517,Cocoa Sandwich,Stock Received,163.0,GRN-001034,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001035,2026-06-15,PROD-000518,Classic Cream,Opening Stock,895.0,OPEN-PROD-000518,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001036,2026-07-20,PROD-000518,Classic Cream,Stock Received,1055.0,GRN-001036,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001037,2026-06-15,PROD-000519,Coconut Crunch,Opening Stock,657.0,OPEN-PROD-000519,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001038,2026-07-19,PROD-000519,Coconut Crunch,Stock Received,836.0,GRN-001038,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001039,2026-06-15,PROD-000520,Vanilla Cream,Opening Stock,652.0,OPEN-PROD-000520,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001040,2026-07-21,PROD-000520,Vanilla Cream,Stock Received,120.0,GRN-001040,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001041,2026-06-15,PROD-000521,Chocolate Delight,Opening Stock,1681.0,OPEN-PROD-000521,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001042,2026-07-27,PROD-000521,Chocolate Delight,Stock Received,289.0,GRN-001042,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001043,2026-06-15,PROD-000522,Classic Crackers,Opening Stock,1631.0,OPEN-PROD-000522,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001044,2026-08-01,PROD-000522,Classic Crackers,Stock Received,548.0,GRN-001044,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001045,2026-06-15,PROD-000523,Classic Crackers,Opening Stock,1196.0,OPEN-PROD-000523,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001046,2026-08-08,PROD-000523,Classic Crackers,Stock Received,624.0,GRN-001046,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001047,2026-06-15,PROD-000524,Vanilla Cream,Opening Stock,1121.0,OPEN-PROD-000524,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001048,2026-07-10,PROD-000524,Vanilla Cream,Stock Received,327.0,GRN-001048,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001049,2026-06-15,PROD-000525,Caramel Cream,Opening Stock,649.0,OPEN-PROD-000525,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-001050,2026-07-15,PROD-000525,Caramel Cream,Stock Received,561.0,GRN-001050,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-001051,2026-07-10,PROD-000141,Classic Crackers,Stock Sold,15.0,SALE-2026-000001,Sani Umar,Demo Administrator,Linked to demo sale
STOCK-001052,2026-07-29,PROD-000400,Strawberry Cream,Stock Sold,21.0,SALE-2026-000002,Khadija Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001053,2026-08-02,PROD-000369,Butter Delight,Stock Sold,35.0,SALE-2026-000003,Maryam Suleiman,Demo Administrator,Linked to demo sale
STOCK-001054,2026-08-06,PROD-000051,Classic Cream,Stock Sold,40.0,SALE-2026-000004,Aliyu Usman,Demo Administrator,Linked to demo sale
STOCK-001055,2026-07-28,PROD-000035,Milk Crunch,Stock Sold,24.0,SALE-2026-000005,Zainab Ahmad,Demo Administrator,Linked to demo sale
STOCK-001056,2026-07-20,PROD-000213,Strawberry Cream,Stock Sold,24.0,SALE-2026-000006,Asma'u Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001057,2026-06-23,PROD-000074,Premium Wafer,Stock Sold,35.0,SALE-2026-000007,Safiya Lawal,Demo Administrator,Linked to demo sale
STOCK-001058,2026-08-06,PROD-000070,Strawberry Cream,Stock Sold,23.0,SALE-2026-000008,Maryam Aliyu,Demo Administrator,Linked to demo sale
STOCK-001059,2026-07-04,PROD-000012,Premium Wafer,Stock Sold,6.0,SALE-2026-000009,Safiya Abdullahi,Demo Administrator,Linked to demo sale
STOCK-001060,2026-07-05,PROD-000097,Family Pack,Stock Sold,21.0,SALE-2026-000010,Rukayya Bello,Demo Administrator,Linked to demo sale
STOCK-001061,2026-07-02,PROD-000225,Vanilla Cream,Stock Sold,7.0,SALE-2026-000011,Yusuf Ahmad,Demo Administrator,Linked to demo sale
STOCK-001062,2026-06-30,PROD-000501,Caramel Cream,Stock Sold,32.0,SALE-2026-000012,Safiya Kabiru,Demo Administrator,Linked to demo sale
STOCK-001063,2026-07-24,PROD-000207,Butter Delight,Stock Sold,39.0,SALE-2026-000013,Usman Tanko,Demo Administrator,Linked to demo sale
STOCK-001064,2026-07-12,PROD-000413,Chocolate Delight,Stock Sold,39.0,SALE-2026-000014,Usman Danjuma,Demo Administrator,Linked to demo sale
STOCK-001065,2026-06-19,PROD-000444,Chocolate Delight,Stock Sold,34.0,SALE-2026-000015,Bello Umar,Demo Administrator,Linked to demo sale
STOCK-001066,2026-08-12,PROD-000150,Chocolate Delight,Stock Sold,35.0,SALE-2026-000016,Abubakar Lawal,Demo Administrator,Linked to demo sale
STOCK-001067,2026-06-17,PROD-000125,Vanilla Cream,Stock Sold,21.0,SALE-2026-000017,Hassan Bello,Demo Administrator,Linked to demo sale
STOCK-001068,2026-07-31,PROD-000285,Golden Crunch,Stock Sold,18.0,SALE-2026-000018,Zainab Usman,Demo Administrator,Linked to demo sale
STOCK-001069,2026-08-07,PROD-000487,Milk Crunch,Stock Sold,27.0,SALE-2026-000019,Hassan Tanko,Demo Administrator,Linked to demo sale
STOCK-001070,2026-08-06,PROD-000309,Vanilla Cream,Stock Sold,16.0,SALE-2026-000020,Rukayya Aliyu,Demo Administrator,Linked to demo sale
STOCK-001071,2026-07-18,PROD-000443,Classic Cream,Stock Sold,17.0,SALE-2026-000021,Musa Shehu,Demo Administrator,Linked to demo sale
STOCK-001072,2026-06-21,PROD-000221,Butter Delight,Stock Sold,43.0,SALE-2026-000022,Asma'u Tanko,Demo Administrator,Linked to demo sale
STOCK-001073,2026-06-30,PROD-000339,Classic Cream,Stock Sold,40.0,SALE-2026-000023,Khadija Usman,Demo Administrator,Linked to demo sale
STOCK-001074,2026-07-28,PROD-000082,Rich Chocolate,Stock Sold,34.0,SALE-2026-000024,Umar Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001075,2026-06-26,PROD-000317,Cocoa Sandwich,Stock Sold,44.0,SALE-2026-000025,Hadiza Aliyu,Demo Administrator,Linked to demo sale
STOCK-001076,2026-08-12,PROD-000298,Chocolate Delight,Stock Sold,10.0,SALE-2026-000026,Maryam Bello,Demo Administrator,Linked to demo sale
STOCK-001077,2026-07-24,PROD-000397,Premium Wafer,Stock Sold,38.0,SALE-2026-000027,Usman Yusuf,Demo Administrator,Linked to demo sale
STOCK-001078,2026-07-19,PROD-000123,Cocoa Sandwich,Stock Sold,22.0,SALE-2026-000028,Ibrahim Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001079,2026-07-12,PROD-000254,Classic Crackers,Stock Sold,25.0,SALE-2026-000029,Abubakar Usman,Demo Administrator,Linked to demo sale
STOCK-001080,2026-07-06,PROD-000014,Classic Crackers,Stock Sold,23.0,SALE-2026-000030,Ibrahim Aliyu,Demo Administrator,Linked to demo sale
STOCK-001081,2026-06-26,PROD-000286,Honey Crunch,Stock Sold,34.0,SALE-2026-000031,Asma'u Hassan,Demo Administrator,Linked to demo sale
STOCK-001082,2026-07-28,PROD-000408,Premium Wafer,Stock Sold,5.0,SALE-2026-000032,Abubakar Shehu,Demo Administrator,Linked to demo sale
STOCK-001083,2026-07-06,PROD-000414,Coconut Crunch,Stock Sold,40.0,SALE-2026-000033,Umar Garba,Demo Administrator,Linked to demo sale
STOCK-001084,2026-08-14,PROD-000057,Family Pack,Stock Sold,6.0,SALE-2026-000034,Khadija Hassan,Demo Administrator,Linked to demo sale
STOCK-001085,2026-07-05,PROD-000020,Vanilla Cream,Stock Sold,6.0,SALE-2026-000035,Aliyu Sani,Demo Administrator,Linked to demo sale
STOCK-001086,2026-07-08,PROD-000455,Honey Crunch,Stock Sold,8.0,SALE-2026-000036,Hadiza Bello,Demo Administrator,Linked to demo sale
STOCK-001087,2026-07-14,PROD-000225,Vanilla Cream,Stock Sold,7.0,SALE-2026-000037,Ibrahim Mohammed,Demo Administrator,Linked to demo sale
STOCK-001088,2026-08-02,PROD-000320,Classic Crackers,Stock Sold,38.0,SALE-2026-000038,Asma'u Tanko,Demo Administrator,Linked to demo sale
STOCK-001089,2026-07-12,PROD-000431,Milk Crunch,Stock Sold,30.0,SALE-2026-000039,Aliyu Hassan,Demo Administrator,Linked to demo sale
STOCK-001090,2026-07-20,PROD-000365,Butter Delight,Stock Sold,10.0,SALE-2026-000040,Khadija Usman,Demo Administrator,Linked to demo sale
STOCK-001091,2026-08-13,PROD-000524,Vanilla Cream,Stock Sold,20.0,SALE-2026-000041,Khadija Mohammed,Demo Administrator,Linked to demo sale
STOCK-001092,2026-08-14,PROD-000004,Cocoa Sandwich,Stock Sold,5.0,SALE-2026-000042,Safiya Hassan,Demo Administrator,Linked to demo sale
STOCK-001093,2026-08-02,PROD-000089,Chocolate Delight,Stock Sold,32.0,SALE-2026-000043,Abubakar Aliyu,Demo Administrator,Linked to demo sale
STOCK-001094,2026-06-17,PROD-000183,Honey Crunch,Stock Sold,42.0,SALE-2026-000044,Ahmed Mohammed,Demo Administrator,Linked to demo sale
STOCK-001095,2026-06-19,PROD-000429,Rich Chocolate,Stock Sold,33.0,SALE-2026-000045,Fatima Ahmad,Demo Administrator,Linked to demo sale
STOCK-001096,2026-08-09,PROD-000461,Cocoa Sandwich,Stock Sold,35.0,SALE-2026-000046,Ibrahim Mohammed,Demo Administrator,Linked to demo sale
STOCK-001097,2026-07-07,PROD-000174,Cocoa Sandwich,Stock Sold,18.0,SALE-2026-000047,Muhammad Tanko,Demo Administrator,Linked to demo sale
STOCK-001098,2026-08-02,PROD-000063,Caramel Cream,Stock Sold,13.0,SALE-2026-000048,Zainab Kabiru,Demo Administrator,Linked to demo sale
STOCK-001099,2026-07-13,PROD-000126,Caramel Cream,Stock Sold,28.0,SALE-2026-000049,Abubakar Shehu,Demo Administrator,Linked to demo sale
STOCK-001100,2026-06-20,PROD-000300,Vanilla Cream,Stock Sold,36.0,SALE-2026-000050,Abubakar Danjuma,Demo Administrator,Linked to demo sale
STOCK-001101,2026-07-15,PROD-000322,Chocolate Delight,Stock Sold,21.0,SALE-2026-000051,Rukayya Shehu,Demo Administrator,Linked to demo sale
STOCK-001102,2026-07-20,PROD-000338,Classic Crackers,Stock Sold,11.0,SALE-2026-000052,Hassan Suleiman,Demo Administrator,Linked to demo sale
STOCK-001103,2026-06-25,PROD-000325,Vanilla Cream,Stock Sold,42.0,SALE-2026-000053,Aliyu Mohammed,Demo Administrator,Linked to demo sale
STOCK-001104,2026-07-10,PROD-000142,Coconut Crunch,Stock Sold,22.0,SALE-2026-000054,Ibrahim Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001105,2026-07-02,PROD-000386,Strawberry Cream,Stock Sold,21.0,SALE-2026-000055,Bello Musa,Demo Administrator,Linked to demo sale
STOCK-001106,2026-07-20,PROD-000175,Family Pack,Stock Sold,41.0,SALE-2026-000056,Hussaini Usman,Demo Administrator,Linked to demo sale
STOCK-001107,2026-06-25,PROD-000016,Rich Chocolate,Stock Sold,38.0,SALE-2026-000057,Usman Aliyu,Demo Administrator,Linked to demo sale
STOCK-001108,2026-07-26,PROD-000159,Honey Crunch,Stock Sold,6.0,SALE-2026-000058,Muhammad Kabiru,Demo Administrator,Linked to demo sale
STOCK-001109,2026-08-04,PROD-000479,Butter Delight,Stock Sold,6.0,SALE-2026-000059,Zainab Yusuf,Demo Administrator,Linked to demo sale
STOCK-001110,2026-08-11,PROD-000461,Cocoa Sandwich,Stock Sold,5.0,SALE-2026-000060,Khadija Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001111,2026-08-07,PROD-000056,Chocolate Delight,Stock Sold,11.0,SALE-2026-000061,Safiya Kabiru,Demo Administrator,Linked to demo sale
STOCK-001112,2026-07-05,PROD-000352,Classic Crackers,Stock Sold,16.0,SALE-2026-000062,Musa Lawal,Demo Administrator,Linked to demo sale
